term_rank,n,p,i,n_chars,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,term_rank2,zipf_k,zipf_k2,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,dfidf,dp,dh
7638,1,7.118248341448136e-06,17.100046302853865,12,RB,0,precoci,precoci,precocy,218,7638,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
7639,1,7.118248341448136e-06,17.100046302853865,5,VBD,0,toy,toy,toy,218,7639,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
7640,1,7.118248341448136e-06,17.100046302853865,9,VBG,0,invest,invest,invest,218,7640,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
7641,1,7.118248341448136e-06,17.100046302853865,7,VBD,0,crop,crop,crop,218,7641,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
7642,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,washway,washway,washway,218,7642,0.0015517781384356936,1,10.929258408636972,0.00037364986012434093,0.7286172272424648,0.0,0.7286172272424648,10.929258408636972,0.0005128205128205128,0.005604747901865114
7643,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,neighbourli,neighbour,neighbo,218,7643,0.0015517781384356936,1,10.929258408636972,7.784372085923769e-05,0.1517952556755135,0.0,0.1517952556755135,10.929258408636972,0.0005128205128205128,0.005604747901865114
7644,1,7.118248341448136e-06,17.100046302853865,12,JJ,0,footballwis,footballwis,footballw,218,7644,0.0015517781384356936,1,10.929258408636972,5.719130512107259e-05,0.11152304498609154,0.0,0.11152304498609154,10.929258408636972,0.0005128205128205128,0.005604747901865114
7645,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,christi,christi,christy,218,7645,0.0015517781384356936,1,10.929258408636972,5.719130512107259e-05,0.11152304498609154,0.0,0.11152304498609154,10.929258408636972,0.0005128205128205128,0.005604747901865114
7646,1,7.118248341448136e-06,17.100046302853865,10,NNP,0,drumcondra,drumcondra,drumcondr,218,7646,0.0015517781384356936,1,10.929258408636972,5.719130512107259e-05,0.11152304498609154,0.0,0.11152304498609154,10.929258408636972,0.0005128205128205128,0.005604747901865114
7647,1,7.118248341448136e-06,17.100046302853865,7,NN,0,coffer,coffer,coff,218,7647,0.0015517781384356936,1,10.929258408636972,4.959953895455853e-05,0.09671910096138914,0.0,0.09671910096138914,10.929258408636972,0.0005128205128205128,0.005604747901865114
7648,1,7.118248341448136e-06,17.100046302853865,8,VBN,0,recoup,recoup,recoup,218,7648,0.0015517781384356936,1,10.929258408636972,4.959953895455853e-05,0.09671910096138914,0.0,0.09671910096138914,10.929258408636972,0.0005128205128205128,0.005604747901865114
7649,1,7.118248341448136e-06,17.100046302853865,3,NN,0,ebb,ebb,eb,218,7649,0.0015517781384356936,1,10.929258408636972,0.00010989701768362969,0.2142991844830779,0.0,0.2142991844830779,10.929258408636972,0.0005128205128205128,0.005604747901865114
7650,1,7.118248341448136e-06,17.100046302853865,11,RB,0,unashamedli,unasham,unasham,218,7650,0.0015517781384356936,1,10.929258408636972,0.00015568744171847538,0.303590511351027,0.0,0.303590511351027,10.929258408636972,0.0005128205128205128,0.005604747901865114
7651,1,7.118248341448136e-06,17.100046302853865,6,VB,0,endur,endur,end,218,7651,0.0015517781384356936,1,10.929258408636972,6.0266106471667896e-05,0.1175189076197524,0.0,0.1175189076197524,10.929258408636972,0.0005128205128205128,0.005604747901865114
7652,1,7.118248341448136e-06,17.100046302853865,11,NN,0,contributor,contributor,contribut,218,7652,0.0015517781384356936,1,10.929258408636972,6.0266106471667896e-05,0.1175189076197524,0.0,0.1175189076197524,10.929258408636972,0.0005128205128205128,0.005604747901865114
7653,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,postchapman,postchapman,postchapm,218,7653,0.0015517781384356936,1,10.929258408636972,0.00015568744171847538,0.303590511351027,0.0,0.303590511351027,10.929258408636972,0.0005128205128205128,0.005604747901865114
7654,1,7.118248341448136e-06,17.100046302853865,8,NN,0,relianc,relianc,rely,218,7654,0.0015517781384356936,1,10.929258408636972,9.039915970750183e-05,0.17627836142962858,0.0,0.17627836142962858,10.929258408636972,0.0005128205128205128,0.005604747901865114
7655,1,7.118248341448136e-06,17.100046302853865,8,NN,0,jettison,jettison,jettison,218,7655,0.0015517781384356936,1,10.929258408636972,0.00010379162781231693,0.202393674234018,0.0,0.202393674234018,10.929258408636972,0.0005128205128205128,0.005604747901865114
7656,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,jule,jule,jul,218,7656,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7657,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,porkpi,porkpi,porkpy,218,7657,0.0015517781384356936,1,10.929258408636972,0.00010379162781231693,0.202393674234018,0.0,0.202393674234018,10.929258408636972,0.0005128205128205128,0.005604747901865114
7658,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,haley,haley,haley,218,7658,0.0015517781384356936,1,10.929258408636972,0.00010379162781231693,0.202393674234018,0.0,0.202393674234018,10.929258408636972,0.0005128205128205128,0.005604747901865114
7659,1,7.118248341448136e-06,17.100046302853865,7,NNS,0,notion,notion,not,218,7659,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7660,1,7.118248341448136e-06,17.100046302853865,9,NN,0,workplac,workplac,workplac,218,7660,0.0015517781384356936,1,10.929258408636972,8.896425241055736e-05,0.17348029220058686,0.0,0.17348029220058686,10.929258408636972,0.0005128205128205128,0.005604747901865114
7661,1,7.118248341448136e-06,17.100046302853865,8,NN,0,citizen,citizen,cit,218,7661,0.0015517781384356936,1,10.929258408636972,0.00010190450730663843,0.19871378924794494,0.0,0.19871378924794494,10.929258408636972,0.0005128205128205128,0.005604747901865114
7662,1,7.118248341448136e-06,17.100046302853865,7,NN,0,offduti,offduti,offduty,218,7662,0.0015517781384356936,1,10.929258408636972,0.00010190450730663843,0.19871378924794494,0.0,0.19871378924794494,10.929258408636972,0.0005128205128205128,0.005604747901865114
7663,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,untroubl,untroubl,untroubl,218,7663,0.0015517781384356936,1,10.929258408636972,0.00010190450730663843,0.19871378924794494,0.0,0.19871378924794494,10.929258408636972,0.0005128205128205128,0.005604747901865114
7664,1,7.118248341448136e-06,17.100046302853865,7,VBD,0,pursu,pursu,pursu,218,7664,0.0015517781384356936,1,10.929258408636972,9.188111314532974e-05,0.179168170633393,0.0,0.179168170633393,10.929258408636972,0.0005128205128205128,0.005604747901865114
7665,1,7.118248341448136e-06,17.100046302853865,4,JJ,0,vice,vice,vic,218,7665,0.0015517781384356936,1,10.929258408636972,9.188111314532974e-05,0.179168170633393,0.0,0.179168170633393,10.929258408636972,0.0005128205128205128,0.005604747901865114
7666,1,7.118248341448136e-06,17.100046302853865,6,NNS,0,venu,venu,venu,218,7666,0.0015517781384356936,1,10.929258408636972,9.188111314532974e-05,0.179168170633393,0.0,0.179168170633393,10.929258408636972,0.0005128205128205128,0.005604747901865114
7667,1,7.118248341448136e-06,17.100046302853865,6,MD,0,outlay,outlay,outlay,218,7667,0.0015517781384356936,1,10.929258408636972,4.959953895455853e-05,0.09671910096138914,0.0,0.09671910096138914,10.929258408636972,0.0005128205128205128,0.005604747901865114
7668,1,7.118248341448136e-06,17.100046302853865,7,VB,0,swagger,swagger,swag,218,7668,0.0015517781384356936,1,10.929258408636972,4.959953895455853e-05,0.09671910096138914,0.0,0.09671910096138914,10.929258408636972,0.0005128205128205128,0.005604747901865114
7669,1,7.118248341448136e-06,17.100046302853865,7,NNS,0,lesson,lesson,lesson,218,7669,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7670,1,7.118248341448136e-06,17.100046302853865,7,NN,0,shadow,shadow,shadow,218,7670,0.0015517781384356936,1,10.929258408636972,8.006782716950163e-05,0.15613226298052818,0.0,0.15613226298052818,10.929258408636972,0.0005128205128205128,0.005604747901865114
7671,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,mideuropean,mideuropean,mideurop,218,7671,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7672,1,7.118248341448136e-06,17.100046302853865,7,NN,0,fuckal,fuckal,fuckal,218,7672,0.0015517781384356936,1,10.929258408636972,5.719130512107259e-05,0.11152304498609154,0.0,0.11152304498609154,10.929258408636972,0.0005128205128205128,0.005604747901865114
7673,1,7.118248341448136e-06,17.100046302853865,13,NNP,0,czechoslovak,czechoslovak,czechoslovak,218,7673,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7674,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,rimet,rimet,rimet,218,7674,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7675,1,7.118248341448136e-06,17.100046302853865,8,NN,0,follow,follow,follow,218,7675,0.0015517781384356936,1,10.929258408636972,0.00010379162781231693,0.202393674234018,0.0,0.202393674234018,10.929258408636972,0.0005128205128205128,0.005604747901865114
7676,1,7.118248341448136e-06,17.100046302853865,8,VBN,0,addict,addict,addict,218,7676,0.0015517781384356936,1,10.929258408636972,0.00014749336583855564,0.28761206338518347,0.0,0.28761206338518347,10.929258408636972,0.0005128205128205128,0.005604747901865114
7677,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,fallaci,fallaci,fal,218,7677,0.0015517781384356936,1,10.929258408636972,9.039915970750183e-05,0.17627836142962858,0.0,0.17627836142962858,10.929258408636972,0.0005128205128205128,0.005604747901865114
7678,1,7.118248341448136e-06,17.100046302853865,9,NNP,0,guildford,guildford,guildford,218,7678,0.0015517781384356936,1,10.929258408636972,9.039915970750183e-05,0.17627836142962858,0.0,0.17627836142962858,10.929258408636972,0.0005128205128205128,0.005604747901865114
7679,1,7.118248341448136e-06,17.100046302853865,7,VB,0,sustain,sustain,sustain,218,7679,0.0015517781384356936,1,10.929258408636972,4.151665112492677e-05,0.0809574696936072,0.0,0.0809574696936072,10.929258408636972,0.0005128205128205128,0.005604747901865114
7680,1,7.118248341448136e-06,17.100046302853865,11,VBG,0,telephon,telephon,telephon,218,7680,0.0015517781384356936,1,10.929258408636972,4.0614115230906625e-05,0.07919752470026792,0.0,0.07919752470026792,10.929258408636972,0.0005128205128205128,0.005604747901865114
7681,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,postbox,postbox,postbox,218,7681,0.0015517781384356936,1,10.929258408636972,4.594055657266487e-05,0.0895840853166965,0.0,0.0895840853166965,10.929258408636972,0.0005128205128205128,0.005604747901865114
7682,1,7.118248341448136e-06,17.100046302853865,6,VBG,0,eat,eat,eat,218,7682,0.0015517781384356936,1,10.929258408636972,4.594055657266487e-05,0.0895840853166965,0.0,0.0895840853166965,10.929258408636972,0.0005128205128205128,0.005604747901865114
7683,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,unfriendli,unfriend,unfriend,218,7683,0.0015517781384356936,1,10.929258408636972,4.594055657266487e-05,0.0895840853166965,0.0,0.0895840853166965,10.929258408636972,0.0005128205128205128,0.005604747901865114
7684,1,7.118248341448136e-06,17.100046302853865,8,NNP,0,liddel,liddel,liddel,218,7684,0.0015517781384356936,1,10.929258408636972,4.0614115230906625e-05,0.07919752470026792,0.0,0.07919752470026792,10.929258408636972,0.0005128205128205128,0.005604747901865114
7685,1,7.118248341448136e-06,17.100046302853865,8,NNP,0,mcandrew,mcandrew,mcandrew,218,7685,0.0015517781384356936,1,10.929258408636972,4.0614115230906625e-05,0.07919752470026792,0.0,0.07919752470026792,10.929258408636972,0.0005128205128205128,0.005604747901865114
7686,1,7.118248341448136e-06,17.100046302853865,10,NNP,0,academ,academ,academ,218,7686,0.0015517781384356936,1,10.929258408636972,4.0614115230906625e-05,0.07919752470026792,0.0,0.07919752470026792,10.929258408636972,0.0005128205128205128,0.005604747901865114
7687,1,7.118248341448136e-06,17.100046302853865,4,VB,0,heal,heal,heal,218,7687,0.0015517781384356936,1,10.929258408636972,4.344765815399313e-05,0.08472293340028661,0.0,0.08472293340028661,10.929258408636972,0.0005128205128205128,0.005604747901865114
7688,1,7.118248341448136e-06,17.100046302853865,6,VBP,0,golf,golf,golf,218,7688,0.0015517781384356936,1,10.929258408636972,4.0614115230906625e-05,0.07919752470026792,0.0,0.07919752470026792,10.929258408636972,0.0005128205128205128,0.005604747901865114
7689,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,rightwing,rightwing,rightw,218,7689,0.0015517781384356936,1,10.929258408636972,4.344765815399313e-05,0.08472293340028661,0.0,0.08472293340028661,10.929258408636972,0.0005128205128205128,0.005604747901865114
7690,1,7.118248341448136e-06,17.100046302853865,9,NNP,0,mcfarlan,mcfarlan,mcfarlane,218,7690,0.0015517781384356936,1,10.929258408636972,5.337855144633442e-05,0.10408817532035212,0.0,0.10408817532035212,10.929258408636972,0.0005128205128205128,0.005604747901865114
7691,1,7.118248341448136e-06,17.100046302853865,10,NNP,0,paddington,paddington,paddington,218,7691,0.0015517781384356936,1,10.929258408636972,6.752708315500138e-05,0.1316778121522527,0.0,0.1316778121522527,10.929258408636972,0.0005128205128205128,0.005604747901865114
7692,1,7.118248341448136e-06,17.100046302853865,8,VBZ,0,tighten,tighten,tight,218,7692,0.0015517781384356936,1,10.929258408636972,5.14197055216983e-05,0.10026842576731168,0.0,0.10026842576731168,10.929258408636972,0.0005128205128205128,0.005604747901865114
7693,1,7.118248341448136e-06,17.100046302853865,9,RB,0,fervent,fervent,ferv,218,7693,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
7694,1,7.118248341448136e-06,17.100046302853865,11,VBN,0,debilit,debilit,debilit,218,7694,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
7695,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,chicago,chicago,chicago,218,7695,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7696,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,detroit,detroit,detroit,218,7696,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7697,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,discord,discord,discord,218,7697,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7698,1,7.118248341448136e-06,17.100046302853865,12,RB,0,pathet,pathet,pathet,218,7698,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
7699,1,7.118248341448136e-06,17.100046302853865,6,VB,0,punish,punish,pun,218,7699,0.0015517781384356936,1,10.929258408636972,9.188111314532974e-05,0.179168170633393,0.0,0.179168170633393,10.929258408636972,0.0005128205128205128,0.005604747901865114
7700,1,7.118248341448136e-06,17.100046302853865,12,NN,0,congreg,congreg,congreg,218,7700,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
7701,1,7.118248341448136e-06,17.100046302853865,9,JJ,0,harrow,harrow,harrow,218,7701,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
7702,1,7.118248341448136e-06,17.100046302853865,10,NN,0,ringlead,ringlead,ringlead,218,7702,0.0015517781384356936,1,10.929258408636972,9.188111314532974e-05,0.179168170633393,0.0,0.179168170633393,10.929258408636972,0.0005128205128205128,0.005604747901865114
7703,1,7.118248341448136e-06,17.100046302853865,4,NNP,0,tosh,tosh,tosh,218,7703,0.0015517781384356936,1,10.929258408636972,9.188111314532974e-05,0.179168170633393,0.0,0.179168170633393,10.929258408636972,0.0005128205128205128,0.005604747901865114
7704,1,7.118248341448136e-06,17.100046302853865,10,NN,0,midfifti,midfifti,midfifty,218,7704,0.0015517781384356936,1,10.929258408636972,0.00011209495803730228,0.21858516817273946,0.0,0.21858516817273946,10.929258408636972,0.0005128205128205128,0.005604747901865114
7705,1,7.118248341448136e-06,17.100046302853865,12,JJ,0,photograph,photograph,photograph,218,7705,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7706,1,7.118248341448136e-06,17.100046302853865,10,NNS,0,gather,gather,gath,218,7706,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7707,1,7.118248341448136e-06,17.100046302853865,4,NNP,0,bing,bing,bing,218,7707,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7708,1,7.118248341448136e-06,17.100046302853865,9,JJ,0,slapstick,slapstick,slapstick,218,7708,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7709,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,jerri,jerri,jerry,218,7709,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7710,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,transfix,transfix,transfix,218,7710,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7711,1,7.118248341448136e-06,17.100046302853865,9,NN,0,eloqu,eloqu,eloqu,218,7711,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7712,1,7.118248341448136e-06,17.100046302853865,4,CD,0,zani,zani,zany,218,7712,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7713,1,7.118248341448136e-06,17.100046302853865,5,NN,0,pose,pose,pos,218,7713,0.0015517781384356936,1,10.929258408636972,7.374668291927782e-05,0.14380603169259173,0.0,0.14380603169259173,10.929258408636972,0.0005128205128205128,0.005604747901865114
7714,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,optimist,optimist,optim,218,7714,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7715,1,7.118248341448136e-06,17.100046302853865,8,VBG,0,relax,relax,relax,218,7715,0.0015517781384356936,1,10.929258408636972,7.278893379045602e-05,0.14193842089138925,0.0,0.14193842089138925,10.929258408636972,0.0005128205128205128,0.005604747901865114
7716,1,7.118248341448136e-06,17.100046302853865,9,VBN,0,subject,subject,subject,218,7716,0.0015517781384356936,1,10.929258408636972,7.278893379045602e-05,0.14193842089138925,0.0,0.14193842089138925,10.929258408636972,0.0005128205128205128,0.005604747901865114
7717,1,7.118248341448136e-06,17.100046302853865,9,NNP,0,artilleri,artilleri,artillery,218,7717,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7718,1,7.118248341448136e-06,17.100046302853865,3,VB,0,mix,mix,mix,218,7718,0.0015517781384356936,1,10.929258408636972,5.4415028173447706e-05,0.10610930493822303,0.0,0.10610930493822303,10.929258408636972,0.0005128205128205128,0.005604747901865114
7719,1,7.118248341448136e-06,17.100046302853865,7,VBG,0,nod,nod,nod,218,7719,0.0015517781384356936,1,10.929258408636972,4.7497863575128083e-05,0.09262083397149977,0.0,0.09262083397149977,10.929258408636972,0.0005128205128205128,0.005604747901865114
7720,1,7.118248341448136e-06,17.100046302853865,6,JJ,0,gritti,gritti,gritty,218,7720,0.0015517781384356936,1,10.929258408636972,4.7497863575128083e-05,0.09262083397149977,0.0,0.09262083397149977,10.929258408636972,0.0005128205128205128,0.005604747901865114
7721,1,7.118248341448136e-06,17.100046302853865,10,NN,0,estim,estim,estim,218,7721,0.0015517781384356936,1,10.929258408636972,5.4415028173447706e-05,0.10610930493822303,0.0,0.10610930493822303,10.929258408636972,0.0005128205128205128,0.005604747901865114
7722,1,7.118248341448136e-06,17.100046302853865,10,NNS,0,15yearold,15yearold,15yearolds,218,7722,0.0015517781384356936,1,10.929258408636972,5.96249776794161e-05,0.1162687064748614,0.0,0.1162687064748614,10.929258408636972,0.0005128205128205128,0.005604747901865114
7723,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,paulin,paulin,paulin,218,7723,0.0015517781384356936,1,10.929258408636972,4.7497863575128083e-05,0.09262083397149977,0.0,0.09262083397149977,10.929258408636972,0.0005128205128205128,0.005604747901865114
7724,1,7.118248341448136e-06,17.100046302853865,4,CD,0,11st,11st,11st,218,7724,0.0015517781384356936,1,10.929258408636972,5.96249776794161e-05,0.1162687064748614,0.0,0.1162687064748614,10.929258408636972,0.0005128205128205128,0.005604747901865114
7725,1,7.118248341448136e-06,17.100046302853865,5,VBN,0,tame,tame,tam,218,7725,0.0015517781384356936,1,10.929258408636972,7.278893379045602e-05,0.14193842089138925,0.0,0.14193842089138925,10.929258408636972,0.0005128205128205128,0.005604747901865114
7726,1,7.118248341448136e-06,17.100046302853865,9,NN,0,beckon,beckon,beckon,218,7726,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7727,1,7.118248341448136e-06,17.100046302853865,11,NN,0,predecessor,predecessor,predecess,218,7727,0.0015517781384356936,1,10.929258408636972,7.784372085923769e-05,0.1517952556755135,0.0,0.1517952556755135,10.929258408636972,0.0005128205128205128,0.005604747901865114
7728,1,7.118248341448136e-06,17.100046302853865,12,NN,0,youngestev,youngestev,youngestev,218,7728,0.0015517781384356936,1,10.929258408636972,7.784372085923769e-05,0.1517952556755135,0.0,0.1517952556755135,10.929258408636972,0.0005128205128205128,0.005604747901865114
7729,1,7.118248341448136e-06,17.100046302853865,3,CD,0,267,267,267,218,7729,0.0015517781384356936,1,10.929258408636972,7.784372085923769e-05,0.1517952556755135,0.0,0.1517952556755135,10.929258408636972,0.0005128205128205128,0.005604747901865114
7730,1,7.118248341448136e-06,17.100046302853865,6,VBN,0,vers,vers,vers,218,7730,0.0015517781384356936,1,10.929258408636972,7.784372085923769e-05,0.1517952556755135,0.0,0.1517952556755135,10.929258408636972,0.0005128205128205128,0.005604747901865114
7731,1,7.118248341448136e-06,17.100046302853865,10,NN,0,pretend,pretend,pretend,218,7731,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7732,1,7.118248341448136e-06,17.100046302853865,8,JJ,0,vehement,vehement,veh,218,7732,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7733,1,7.118248341448136e-06,17.100046302853865,6,NNP,0,athen,athen,ath,218,7733,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7734,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,evertonmad,evertonmad,evertonmad,218,7734,0.0015517781384356936,1,10.929258408636972,7.094617597297612e-05,0.13834504314730345,0.0,0.13834504314730345,10.929258408636972,0.0005128205128205128,0.005604747901865114
7735,1,7.118248341448136e-06,17.100046302853865,13,JJ,0,goodisonbound,goodisonbound,goodisonbound,218,7735,0.0015517781384356936,1,10.929258408636972,7.094617597297612e-05,0.13834504314730345,0.0,0.13834504314730345,10.929258408636972,0.0005128205128205128,0.005604747901865114
7736,1,7.118248341448136e-06,17.100046302853865,10,RB,0,harmlessli,harmless,harmless,218,7736,0.0015517781384356936,1,10.929258408636972,6.227497668739015e-05,0.1214362045404108,0.0,0.1214362045404108,10.929258408636972,0.0005128205128205128,0.005604747901865114
7737,1,7.118248341448136e-06,17.100046302853865,10,JJ,0,insati,insati,insaty,218,7737,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
7738,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,fraught,fraught,fraught,218,7738,0.0015517781384356936,1,10.929258408636972,0.00010989701768362969,0.2142991844830779,0.0,0.2142991844830779,10.929258408636972,0.0005128205128205128,0.005604747901865114
7739,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,13stone,13stone,13stone,218,7739,0.0015517781384356936,1,10.929258408636972,5.337855144633442e-05,0.10408817532035212,0.0,0.10408817532035212,10.929258408636972,0.0005128205128205128,0.005604747901865114
7740,1,7.118248341448136e-06,17.100046302853865,8,VBG,0,emit,emit,emit,218,7740,0.0015517781384356936,1,10.929258408636972,3.438495645316021e-05,0.0670506650836624,0.0,0.0670506650836624,10.929258408636972,0.0005128205128205128,0.005604747901865114
7741,1,7.118248341448136e-06,17.100046302853865,8,JJ,0,notabl,notabl,not,218,7741,0.0015517781384356936,1,10.929258408636972,8.242276326272226e-05,0.1607243883623084,0.0,0.1607243883623084,10.929258408636972,0.0005128205128205128,0.005604747901865114
7742,1,7.118248341448136e-06,17.100046302853865,10,NN,0,subsidiari,subsidiari,subsidy,218,7742,0.0015517781384356936,1,10.929258408636972,8.122823046181325e-05,0.15839504940053584,0.0,0.15839504940053584,10.929258408636972,0.0005128205128205128,0.005604747901865114
7743,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,unavail,unavail,unavail,218,7743,0.0015517781384356936,1,10.929258408636972,8.122823046181325e-05,0.15839504940053584,0.0,0.15839504940053584,10.929258408636972,0.0005128205128205128,0.005604747901865114
7744,1,7.118248341448136e-06,17.100046302853865,9,VB,0,emphasis,emphasis,emphas,218,7744,0.0015517781384356936,1,10.929258408636972,8.757418596664241e-05,0.1707696626349527,0.0,0.1707696626349527,10.929258408636972,0.0005128205128205128,0.005604747901865114
7745,1,7.118248341448136e-06,17.100046302853865,11,NN,0,versatil,versatil,versatil,218,7745,0.0015517781384356936,1,10.929258408636972,8.757418596664241e-05,0.1707696626349527,0.0,0.1707696626349527,10.929258408636972,0.0005128205128205128,0.005604747901865114
